17/02/2021/12:08 SW ver:OXY10v3_33
Header Ch-1
Description: BLANC F1 FR
IDENTIFICATION
PHIboard number   : v1214375
PM number         : 00000000
Serial number     : OXY-10-09-035       
MUX channel       : ON - 01

PARAMETERS
Signal LED current: 050
Ref LED current   : 067
Ref LED amplitude : 90777
Frequency         : 006
Sending interval  : 0001
Averaging         : 9
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 60.62 at 020.0°C amp 133000
100.00%a.s.phase 2: 27.68 at 020.0°C amp 058500
Date   (ddmmyy)   : 140217
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
17/02/2021;12:57:00;48,34;9,424;27,250;3748,000;20,000
17/02/2021;12:57:14;48,59;9,453;27,220;3745,000;20,000
17/02/2021;12:57:30;48,84;9,438;27,240;3760,000;20,000
17/02/2021;12:57:44;49,09;9,378;27,300;3756,000;20,000
17/02/2021;12:58:00;49,34;9,444;27,230;3748,000;20,000
17/02/2021;12:58:14;49,59;9,501;27,170;3742,000;20,000
17/02/2021;12:58:29;49,84;9,450;27,220;3748,000;20,000
17/02/2021;12:58:44;50,09;9,569;27,090;3748,000;20,000
17/02/2021;12:59:00;50,34;9,446;27,230;3744,000;20,000
17/02/2021;12:59:15;50,59;9,321;27,370;3737,000;20,000
17/02/2021;12:59:30;50,84;9,405;27,270;3745,000;20,000
17/02/2021;12:59:45;51,09;9,385;27,300;3738,000;20,000
17/02/2021;13:00:00;51,34;9,357;27,330;3736,000;20,000
17/02/2021;13:00:15;51,59;9,487;27,180;3738,000;20,000
17/02/2021;13:00:29;51,84;9,493;27,170;3730,000;20,000
17/02/2021;13:00:45;52,09;9,423;27,250;3730,000;20,000
17/02/2021;13:00:59;52,34;9,329;27,360;3742,000;20,000
17/02/2021;13:01:15;52,59;9,387;27,290;3731,000;20,000
17/02/2021;13:01:30;52,84;9,426;27,250;3734,000;20,000
17/02/2021;13:01:45;53,09;9,498;27,170;3719,000;20,000
17/02/2021;13:02:00;53,34;9,455;27,220;3725,000;20,000
17/02/2021;13:02:15;53,59;9,364;27,320;3730,000;20,000
17/02/2021;13:02:29;53,84;9,325;27,360;3723,000;20,000
17/02/2021;13:02:45;54,09;9,357;27,330;3732,000;20,000
17/02/2021;13:02:59;54,34;9,357;27,330;3723,000;20,000
17/02/2021;13:03:14;54,59;9,424;27,250;3726,000;20,000
17/02/2021;13:03:30;54,84;9,452;27,220;3730,000;20,000
17/02/2021;13:03:45;55,09;9,394;27,290;3730,000;20,000
17/02/2021;13:04:00;55,34;9,389;27,290;3734,000;20,000
17/02/2021;13:04:15;55,59;9,414;27,260;3732,000;20,000
17/02/2021;13:04:30;55,84;9,374;27,310;3733,000;20,000
17/02/2021;13:04:45;56,09;9,475;27,190;3724,000;20,000
17/02/2021;13:05:00;56,34;9,415;27,260;3729,000;20,000
17/02/2021;13:05:14;56,59;9,358;27,330;3738,000;20,000
17/02/2021;13:05:29;56,84;9,365;27,320;3724,000;20,000
17/02/2021;13:05:45;57,09;9,477;27,190;3724,000;20,000
17/02/2021;13:06:00;57,34;9,511;27,150;3733,000;20,000
17/02/2021;13:06:15;57,59;9,482;27,190;3733,000;20,000
17/02/2021;13:06:29;57,84;9,597;27,060;3732,000;20,000
17/02/2021;13:06:45;58,09;9,522;27,140;3725,000;20,000
17/02/2021;13:06:59;58,34;9,511;27,150;3731,000;20,000
17/02/2021;13:07:15;58,59;9,472;27,200;3726,000;20,000
17/02/2021;13:07:30;58,84;9,383;27,300;3725,000;20,000
17/02/2021;13:07:45;59,09;9,432;27,240;3738,000;20,000
17/02/2021;13:08:00;59,34;9,492;27,170;3737,000;20,000
17/02/2021;13:08:14;59,59;9,550;27,110;3734,000;20,000
17/02/2021;13:08:30;59,84;9,309;27,380;3721,000;20,000
17/02/2021;13:08:45;60,09;9,470;27,200;3727,000;20,000
17/02/2021;13:09:00;60,34;9,439;27,230;3730,000;20,000
17/02/2021;13:09:15;60,59;9,464;27,210;3725,000;20,000
17/02/2021;13:09:29;60,84;9,434;27,240;3725,000;20,000
17/02/2021;13:09:45;61,09;9,316;27,370;3725,000;20,000
17/02/2021;13:10:00;61,34;9,339;27,350;3719,000;20,000
17/02/2021;13:10:15;61,59;9,550;27,110;3729,000;20,000
17/02/2021;13:10:30;61,84;9,598;27,060;3716,000;20,000
17/02/2021;13:10:44;62,09;9,285;27,410;3717,000;20,000
17/02/2021;13:10:59;62,34;9,479;27,190;3731,000;20,000
17/02/2021;13:11:14;62,59;9,467;27,200;3729,000;20,000
17/02/2021;13:11:30;62,84;9,296;27,400;3720,000;20,000
17/02/2021;13:11:45;63,09;9,555;27,110;3718,000;20,000
17/02/2021;13:12:00;63,34;9,542;27,120;3726,000;20,000
17/02/2021;13:12:15;63,59;9,515;27,150;3736,000;20,000
17/02/2021;13:12:29;63,84;9,471;27,200;3726,000;20,000
17/02/2021;13:12:45;64,09;9,448;27,220;3733,000;20,000
17/02/2021;13:13:00;64,34;9,504;27,160;3739,000;20,000
17/02/2021;13:13:15;64,59;9,246;27,450;3732,000;20,000
17/02/2021;13:13:30;64,84;9,342;27,340;3731,000;20,000
17/02/2021;13:13:45;65,09;9,507;27,160;3740,000;20,000
17/02/2021;13:14:00;65,34;9,380;27,300;3730,000;20,000
17/02/2021;13:14:14;65,59;9,452;27,220;3743,000;20,000
17/02/2021;13:14:30;65,84;9,347;27,340;3736,000;20,000
17/02/2021;13:14:45;66,09;9,382;27,300;3726,000;20,000
17/02/2021;13:15:00;66,34;9,452;27,220;3726,000;20,000
17/02/2021;13:15:15;66,59;9,464;27,210;3730,000;20,000
17/02/2021;13:15:29;66,84;9,513;27,150;3743,000;20,000
17/02/2021;13:15:44;67,09;9,252;27,450;3724,000;20,000
17/02/2021;13:16:00;67,34;9,464;27,210;3727,000;20,000
17/02/2021;13:16:15;67,59;9,429;27,250;3728,000;20,000
17/02/2021;13:16:30;67,84;9,307;27,380;3728,000;20,000
17/02/2021;13:16:44;68,09;9,390;27,290;3740,000;20,000
17/02/2021;13:17:00;68,34;9,507;27,160;3722,000;20,000
17/02/2021;13:17:15;68,59;9,317;27,370;3727,000;20,000
17/02/2021;13:17:30;68,84;9,449;27,220;3737,000;20,000
17/02/2021;13:17:45;69,09;9,533;27,130;3729,000;20,000
17/02/2021;13:18:00;69,34;9,395;27,280;3728,000;20,000
17/02/2021;13:18:14;69,59;9,496;27,170;3725,000;20,000
17/02/2021;13:18:29;69,84;9,486;27,180;3730,000;20,000
17/02/2021;13:18:45;70,09;9,382;27,300;3734,000;20,000
17/02/2021;13:18:59;70,34;9,472;27,200;3738,000;20,000
17/02/2021;13:19:14;70,59;9,495;27,170;3730,000;20,000
17/02/2021;13:19:30;70,84;9,445;27,230;3731,000;20,000
17/02/2021;13:19:45;71,09;9,312;27,380;3734,000;20,000
17/02/2021;13:20:00;71,34;9,268;27,430;3732,000;20,000
17/02/2021;13:20:15;71,59;9,401;27,280;3731,000;20,000
17/02/2021;13:20:29;71,84;9,350;27,330;3731,000;20,000
17/02/2021;13:20:45;72,09;9,399;27,280;3721,000;20,000
17/02/2021;13:21:00;72,34;9,372;27,310;3726,000;20,000
17/02/2021;13:21:14;72,59;9,518;27,150;3727,000;20,000
17/02/2021;13:21:30;72,84;9,465;27,210;3715,000;20,000
17/02/2021;13:21:45;73,09;9,371;27,310;3722,000;20,000
17/02/2021;13:21:59;73,34;9,444;27,230;3717,000;20,000
17/02/2021;13:22:14;73,59;9,402;27,280;3711,000;20,000
17/02/2021;13:22:30;73,84;9,403;27,280;3725,000;20,000
17/02/2021;13:22:45;74,09;9,399;27,280;3717,000;20,000
17/02/2021;13:23:00;74,34;9,377;27,310;3717,000;20,000
17/02/2021;13:23:15;74,59;9,320;27,370;3713,000;20,000
17/02/2021;13:23:29;74,84;9,323;27,370;3706,000;20,000
17/02/2021;13:23:44;75,09;9,498;27,170;3707,000;20,000
17/02/2021;13:24:00;75,34;9,415;27,260;3711,000;20,000
17/02/2021;13:24:15;75,59;9,331;27,360;3705,000;20,000
17/02/2021;13:24:30;75,84;9,464;27,210;3704,000;20,000
17/02/2021;13:24:45;76,09;9,415;27,260;3711,000;20,000
17/02/2021;13:25:00;76,34;9,475;27,190;3704,000;20,000
17/02/2021;13:25:15;76,59;9,298;27,390;3712,000;20,000
17/02/2021;13:25:30;76,84;9,366;27,320;3711,000;20,000
17/02/2021;13:25:45;77,09;9,334;27,350;3707,000;20,000
17/02/2021;13:26:00;77,34;9,404;27,270;3714,000;20,000
17/02/2021;13:26:15;77,59;9,417;27,260;3706,000;20,000
17/02/2021;13:26:30;77,84;9,481;27,190;3712,000;20,000
17/02/2021;13:26:45;78,09;9,282;27,410;3720,000;20,000
17/02/2021;13:27:00;78,34;9,284;27,410;3714,000;20,000
17/02/2021;13:27:15;78,59;9,493;27,170;3730,000;20,000
17/02/2021;13:27:30;78,84;9,268;27,430;3722,000;20,000
17/02/2021;13:27:44;79,09;9,225;27,480;3717,000;20,000
17/02/2021;13:28:00;79,34;9,309;27,380;3717,000;20,000
17/02/2021;13:28:15;79,59;9,330;27,360;3727,000;20,000
17/02/2021;13:28:30;79,84;9,352;27,330;3727,000;20,000
17/02/2021;13:28:45;80,09;9,439;27,230;3730,000;20,000
17/02/2021;13:29:00;80,34;9,288;27,410;3730,000;20,000
17/02/2021;13:29:15;80,59;9,349;27,340;3724,000;20,000
17/02/2021;13:29:30;80,84;9,378;27,300;3736,000;20,000
17/02/2021;13:29:44;81,09;9,477;27,190;3726,000;20,000
